0001, -1.73361518061, 0.413881410676
0002, -1.58193583074, 0.492661070281
0003, -2.16622887718, 0.218729874578
0004, -0.626377624009, 0.864909685108
0005, -1.36299983173, 0.599880384459
0006, -1.56941862517, 0.498934849776
0011, -1.43050250527, 0.567568659934
0012, -1.67070164849, 0.446267551813
0016, -1.4734502292, 0.54660187609
0017, -1.5756547886, 0.495810302791
0019, -1.74194429594, 0.409641286636
0023, -3.12981937583, 0.0244236903869
0027, -1.37899586078, 0.59230332221
0066, -1.19574279703, 0.675424366725
0083, -2.2000899794, 0.206212801141
0101, -1.82920103622, 0.366063560552
0135, -1.43394069594, 0.565900753988
0144, -1.73123094465, 0.415097414638
0151, -1.36411923482, 0.599351873592
0168, -1.50506436134, 0.531004600688
0267, -2.07868683671, 0.253170632965
0291, -1.26321342013, 0.645829762042
0293, -2.02166475958, 0.277155382234
0322, -0.613791982798, 0.867835050847
0358, -1.30857506356, 0.625240137318
0386, -2.68548502974, 0.0765838477245
0388, -1.16599669664, 0.688049438689
0390, 0.562456507286, 0.986652746259
0489, -1.719083961, 0.421307636727
0494, -2.09363182532, 0.247082974865
0688, -1.76694329209, 0.396992479661
0700, -2.26199653864, 0.184517836627
0728, -1.40448644545, 0.580123380206
0753, -2.1723042187, 0.21645051717
0762, -2.05406416981, 0.263382005622
0823, -1.83638519347, 0.362552861201
0836, -1.64769840872, 0.458241047662
0857, -2.52205873301, 0.110199028087
0883, -2.02186484616, 0.277069170799
0902, -1.2965594349, 0.630744902674
0914, -1.15485810562, 0.692707158147
0916, -2.45436766996, 0.126975484322
0939, -3.12080833359, 0.0250511143205
0941, -2.79375999881, 0.0591706509732
0992, -2.15734610033, 0.222088782996
0998, -3.93298539711, 0.0018050671009
1044, -1.24278107223, 0.654927107385
1066, -1.29162945152, 0.632993095769
1088, -1.75476921648, 0.403137271354
1099, -0.524671426568, 0.887111452594
1109, -1.901464992, 0.331372246407
1211, 0.197408009402, 0.972115841807
1288, -2.11769436099, 0.237459389597
1299, -0.833340833439, 0.809131773924
1336, -2.64893520182, 0.0832991255847
1339, -2.68881388278, 0.0759940390549
1359, -4.44626917003, 0.00024559862682
1398, -2.84096498184, 0.052656267439
1800, -0.385856442413, 0.912433596871
1880, -1.6349021572, 0.46492578616
1898, -2.35050774183, 0.156194980643
1928, -1.11647352665, 0.708457943645
1988, -2.07466165235, 0.254824561685
2202, -4.30079823365, 0.00044280061217
2238, -2.70069031789, 0.073918890056
2318, -1.29774279605, 0.630204353472
2319, -0.0264503369693, 0.956289229247
2328, -2.47755566188, 0.121031211702
2333, 0.0176157618552, 0.959964877246
2338, -2.03856259953, 0.269924780049
2388, -1.87462522049, 0.344090726767
2601, -3.11582798346, 0.0254038058685
2628, -1.85166356094, 0.355130264543
2883, -1.79811213119, 0.381399370081
3323, -2.79438956172, 0.0590796590955
3328, -3.62753876027, 0.00525585315114
3968, -3.25719728162, 0.0169035866308
3988, -3.57225994979, 0.00631404817377
6030, -2.10403602272, 0.242894796626
6837, -3.1387743163, 0.0238136403617
