Date,Open,High,Low,Close,Volume,Adj Close
2015-03-31,40.40,42.00,39.20,39.90,18063700,39.90
2015-03-30,38.00,40.00,37.60,39.60,17199400,39.60
2015-03-27,37.20,37.65,36.35,36.80,4823000,36.80
2015-03-26,36.85,38.25,36.80,37.20,4402200,37.20
2015-03-25,37.65,37.65,37.20,37.40,3610600,37.40
2015-03-24,38.50,38.50,37.00,37.65,8139500,37.65
2015-03-23,39.00,39.55,38.35,38.65,3977600,38.65
2015-03-20,39.50,39.55,37.80,38.60,6283000,38.60
2015-03-19,38.20,39.30,38.00,39.00,9235100,39.00
2015-03-18,36.50,38.00,36.45,37.65,7948100,37.65
2015-03-17,36.40,36.70,36.00,36.25,4812800,36.25
2015-03-16,35.70,35.80,35.25,35.70,3317600,35.70
2015-03-13,35.45,35.80,35.05,35.65,3586300,35.65
2015-03-12,35.75,35.75,34.70,35.20,4010000,35.20
2015-03-11,35.30,35.95,34.50,35.05,8667300,35.05
2015-03-10,36.80,37.20,35.20,35.65,6506400,35.65
2015-03-09,36.95,37.60,36.35,36.70,4036100,36.70
2015-03-06,38.45,38.70,36.30,37.25,15004000,37.25
2015-03-05,35.00,37.70,34.50,37.35,18582000,37.35
2015-03-04,35.25,36.00,35.00,35.20,5384400,35.20
2015-03-03,35.40,36.25,34.85,35.20,9306800,35.20
2015-03-02,34.50,36.05,34.00,35.30,13824600,35.30
2015-02-27,33.75,34.60,33.05,33.80,10918500,33.80
2015-02-26,34.70,35.00,34.20,34.70,5717900,34.70
2015-02-25,35.20,35.40,33.75,34.35,6912600,34.35
2015-02-24,34.95,35.10,34.50,34.90,7187000,34.90
2015-02-23,34.30,35.10,33.10,34.75,10661400,34.75
2015-02-20,33.60,33.60,33.60,33.60,000,33.60
2015-02-19,33.60,33.60,33.60,33.60,000,33.60
2015-02-18,33.70,34.20,32.60,33.60,8166900,33.60
2015-02-17,32.90,35.75,32.85,34.45,28817000,34.45
2015-02-16,30.30,32.85,29.75,32.55,25090600,32.55
2015-02-13,27.50,29.50,27.50,29.40,17538100,29.40
2015-02-12,25.80,27.15,25.35,26.95,10430800,26.95
2015-02-11,25.80,26.15,24.85,25.15,9254200,25.15
2015-02-10,26.50,26.65,25.80,25.85,6477700,25.85
2015-02-09,27.00,27.25,26.50,26.65,4264000,26.65
2015-02-06,27.85,27.85,26.05,26.80,7347600,26.80
2015-02-05,28.00,28.10,27.50,27.60,4149400,27.60
2015-02-04,28.10,28.25,27.30,27.55,8479000,27.55
2015-02-03,28.35,28.50,27.60,28.30,4667100,28.30
2015-02-02,28.40,28.55,27.60,27.85,3169000,27.85
2015-01-30,28.70,28.75,27.90,28.35,5053200,28.35
2015-01-29,29.20,29.25,28.30,28.55,5506200,28.55
2015-01-28,28.90,29.35,28.90,29.30,3406500,29.30
2015-01-27,29.80,29.80,29.10,29.20,4125800,29.20
2015-01-26,30.00,30.25,29.00,29.25,5143400,29.25
2015-01-23,29.40,29.80,29.20,29.70,7506200,29.70
2015-01-22,29.40,29.50,28.25,28.85,6651300,28.85
2015-01-21,28.60,29.40,28.35,29.30,9144600,29.30
2015-01-20,27.50,28.35,27.40,28.10,5564100,28.10
2015-01-19,28.00,28.45,27.00,27.40,9492500,27.40
2015-01-16,29.00,29.15,27.60,28.00,6257800,28.00
2015-01-15,29.00,29.40,28.75,28.85,5053600,28.85
2015-01-14,29.70,29.70,28.55,28.75,8081900,28.75
2015-01-13,28.95,29.60,28.80,29.50,8113000,29.50
2015-01-12,30.55,30.55,29.30,29.65,3900500,29.65
2015-01-09,30.20,30.45,29.65,29.90,5254600,29.90
2015-01-08,29.70,30.25,29.40,29.55,6443500,29.55
2015-01-07,31.80,31.80,28.80,29.20,13302900,29.20
2015-01-06,31.75,32.00,31.25,31.90,5911500,31.90
2015-01-05,31.85,32.05,31.05,31.75,11373300,31.75
2015-01-02,30.85,31.80,30.25,31.75,8274000,31.75
2015-01-01,30.35,30.35,30.35,30.35,000,30.35
