Date,Open,High,Low,Close,Volume,Adj Close
2015-03-31,138.10,140.50,137.80,140.50,1251300,137.45
2015-03-30,141.70,141.70,139.80,140.40,1266100,137.353
2015-03-27,140.70,140.90,139.80,140.60,671500,137.548
2015-03-26,141.50,141.60,139.80,140.70,1045000,137.646
2015-03-25,140.00,141.40,138.90,141.20,1297600,138.135
2015-03-24,140.00,140.00,138.20,138.90,1290200,135.885
2015-03-23,139.00,139.80,138.20,138.40,536200,135.396
2015-03-20,140.10,140.10,137.60,139.00,1553200,135.983
2015-03-19,138.50,139.80,136.30,139.60,1486800,136.57
2015-03-18,135.50,136.80,135.20,135.70,1027700,132.755
2015-03-17,135.80,137.30,135.30,136.20,533000,133.244
2015-03-16,136.10,137.00,134.00,136.00,864500,133.048
2015-03-13,135.90,137.70,135.30,135.50,823100,132.559
2015-03-12,135.10,137.60,135.10,135.90,786200,132.95
2015-03-11,138.00,138.00,136.00,136.40,997600,133.439
2015-03-10,140.00,140.00,137.20,137.70,1030900,134.711
2015-03-09,138.40,139.40,137.50,138.40,1144900,135.396
2015-03-06,143.00,143.00,140.50,141.10,1841100,135.787
2015-03-05,142.20,142.80,141.00,142.50,1557800,137.135
2015-03-04,142.00,142.40,140.60,142.20,1009000,136.846
2015-03-03,140.50,142.50,140.00,142.00,1627900,136.654
2015-03-02,142.20,142.20,139.60,140.40,1392300,135.114
2015-02-27,141.20,142.00,139.90,141.40,1725300,136.076
2015-02-26,142.00,142.00,140.00,140.80,1316700,135.499
2015-02-25,141.80,142.00,140.80,141.00,1853400,135.691
2015-02-24,142.60,142.70,139.50,142.20,2451600,136.846
2015-02-23,146.00,146.00,142.10,142.70,1177800,137.327
2015-02-20,144.70,144.70,144.70,144.70,000,139.252
2015-02-19,144.70,144.70,144.70,144.70,000,139.252
2015-02-18,145.50,145.50,143.90,144.70,652400,139.252
2015-02-17,142.50,145.00,142.50,144.70,1389300,139.252
2015-02-16,144.00,144.00,141.70,142.90,901200,137.52
2015-02-13,139.80,142.00,139.80,142.00,1304700,136.654
2015-02-12,141.40,142.30,139.70,139.80,1939900,134.536
2015-02-11,143.50,144.00,141.20,142.20,1590700,136.846
2015-02-10,142.30,143.10,141.50,142.80,977600,137.423
2015-02-09,142.00,143.60,140.00,143.20,1249500,137.808
2015-02-06,143.10,144.30,143.00,143.70,1423500,138.289
2015-02-05,147.00,148.40,143.00,144.90,3982600,139.444
2015-02-04,141.80,143.70,141.20,143.50,9181300,138.097
2015-02-03,136.70,136.70,135.20,136.40,1262300,131.264
2015-02-02,136.50,136.50,134.90,136.40,1183100,131.264
2015-01-30,136.60,136.60,135.60,135.80,2152400,130.687
2015-01-29,135.50,136.00,134.50,135.90,1550300,130.783
2015-01-28,133.80,135.00,133.50,135.00,1607400,129.917
2015-01-27,133.00,135.50,133.00,135.30,2672200,130.206
2015-01-26,133.00,133.60,132.80,133.50,1590400,128.474
2015-01-23,132.40,133.00,131.90,132.90,1775100,127.896
2015-01-22,131.80,132.20,130.90,131.90,1839100,126.934
2015-01-21,130.60,131.80,130.00,131.60,1499100,126.645
2015-01-20,131.00,131.40,129.40,131.00,1421700,126.068
2015-01-19,129.60,131.00,129.60,130.70,1415800,125.779
2015-01-16,131.00,131.00,129.90,130.60,1217200,125.683
2015-01-15,130.00,131.00,129.60,130.80,1891900,125.875
2015-01-14,129.30,130.00,129.00,129.90,1452400,125.009
2015-01-13,127.80,129.50,127.80,129.30,1169000,124.432
2015-01-12,127.00,128.20,126.70,128.10,1008200,123.277
2015-01-09,127.70,127.90,126.80,127.00,672000,122.218
2015-01-08,127.70,127.80,126.70,126.90,589200,122.122
2015-01-07,127.40,127.40,126.50,126.60,1005400,121.833
2015-01-06,128.20,128.20,126.50,126.90,1493800,122.122
2015-01-05,128.40,129.30,127.80,127.90,1054300,123.084
2015-01-02,129.10,129.50,128.70,129.50,443600,124.624
2015-01-01,129.20,129.20,129.20,129.20,000,124.335
