Date,Open,High,Low,Close,Volume,Adj Close
2015-03-31,16.66,16.80,16.52,16.68,9090900,16.40
2015-03-30,17.44,17.44,16.72,16.80,6635400,16.517
2015-03-27,17.14,17.14,16.56,16.88,8045200,16.596
2015-03-26,16.90,16.92,16.62,16.66,9345400,16.38
2015-03-25,16.84,17.18,16.50,16.84,19427800,16.557
2015-03-24,17.82,17.84,17.16,17.22,12430300,16.93
2015-03-23,18.78,18.78,17.50,17.74,13549200,17.442
2015-03-20,19.08,19.08,18.48,18.50,4094400,18.189
2015-03-19,18.88,19.10,18.56,18.72,10236000,18.405
2015-03-18,18.30,18.40,17.98,18.36,7289400,18.051
2015-03-17,18.20,18.44,18.06,18.12,3603800,17.815
2015-03-16,18.50,18.52,18.10,18.28,8399600,17.973
2015-03-13,18.30,18.82,18.30,18.42,5350200,18.11
2015-03-12,19.08,19.12,18.50,18.58,4909100,18.268
2015-03-11,18.52,19.08,18.52,18.72,3282700,18.405
2015-03-10,18.82,18.88,18.58,18.76,2956200,18.445
2015-03-09,18.68,18.92,18.58,18.84,3040300,18.523
2015-03-06,18.92,19.00,18.52,18.98,5364700,18.661
2015-03-05,19.20,19.34,18.92,19.12,5879600,18.798
2015-03-04,18.68,19.48,18.68,19.32,8376000,18.995
2015-03-03,19.38,19.50,18.90,18.94,4054200,18.621
2015-03-02,19.76,19.76,18.98,19.24,7560500,18.916
2015-02-27,19.64,19.68,19.40,19.50,3976500,19.172
2015-02-26,19.40,19.94,19.40,19.74,8779800,19.408
2015-02-25,19.48,19.52,19.22,19.52,3697200,19.192
2015-02-24,19.32,19.42,19.14,19.34,2458000,19.015
2015-02-23,18.82,19.36,18.80,19.16,5478100,18.838
2015-02-20,19.20,19.20,19.20,19.20,000,18.877
2015-02-19,19.20,19.20,19.20,19.20,000,18.877
2015-02-18,19.96,19.96,19.14,19.20,2183800,18.877
2015-02-17,19.40,19.48,19.00,19.30,1934500,18.975
2015-02-16,19.32,19.48,19.32,19.40,954000,19.074
2015-02-13,19.34,19.50,18.72,19.40,4245600,19.074
2015-02-12,19.00,19.12,18.78,18.94,4036800,18.621
2015-02-11,19.70,19.70,18.84,19.04,6264400,18.72
2015-02-10,18.88,19.48,18.88,19.40,4202200,19.074
2015-02-09,19.00,19.44,18.92,19.16,4787600,18.838
2015-02-06,19.48,19.90,19.10,19.44,8460500,19.113
2015-02-05,18.82,19.40,18.72,19.02,6562500,18.70
2015-02-04,18.00,18.78,18.00,18.64,7949800,18.327
2015-02-03,18.98,18.98,18.84,18.98,2528400,18.661
2015-02-02,18.86,19.12,18.54,18.92,3720200,18.602
2015-01-30,18.70,19.20,18.52,19.14,13695000,18.818
2015-01-29,18.78,18.78,18.24,18.54,9876600,18.228
2015-01-28,18.20,18.76,18.06,18.46,7205400,18.15
2015-01-27,18.52,18.52,18.00,18.18,6667700,17.874
2015-01-26,18.12,18.12,17.80,17.98,5294000,17.678
2015-01-23,17.96,18.08,17.62,18.06,6640600,17.756
2015-01-22,17.80,17.86,17.60,17.78,5721300,17.481
2015-01-21,17.64,17.92,17.50,17.88,6922200,17.579
2015-01-20,17.40,17.52,17.32,17.50,5658400,17.206
2015-01-19,17.28,17.76,17.28,17.44,5173000,17.147
2015-01-16,17.54,17.54,17.16,17.34,5889100,17.048
2015-01-15,17.38,17.56,17.26,17.34,9572700,17.048
2015-01-14,17.60,17.60,17.10,17.22,7369500,16.93
2015-01-13,17.86,17.96,17.48,17.52,6089700,17.225
2015-01-12,17.98,17.98,17.36,17.78,3348200,17.481
2015-01-09,17.60,18.12,17.46,17.70,6036300,17.402
2015-01-08,17.60,18.20,17.60,17.98,7670900,17.678
2015-01-07,17.00,17.68,17.00,17.54,8332500,17.245
2015-01-06,17.32,17.36,17.00,17.24,5903700,16.95
2015-01-05,17.50,17.52,17.06,17.36,3635300,17.068
2015-01-02,17.82,17.82,17.48,17.52,3991500,17.225
2015-01-01,17.72,17.72,17.72,17.72,000,17.422
