Date,Open,High,Low,Close,Volume,Adj Close
2015-03-31,43.40,45.65,43.00,43.30,12452700,42.88
2015-03-30,41.30,43.80,41.20,42.65,11590000,42.23
2015-03-27,40.45,40.65,39.40,40.10,8184800,39.71
2015-03-26,41.95,41.95,40.40,40.55,9896900,40.15
2015-03-25,43.55,44.15,42.30,42.50,4635900,42.09
2015-03-24,45.30,45.30,43.50,43.95,7039300,43.52
2015-03-23,46.50,46.50,44.45,44.75,4309600,44.31
2015-03-20,43.90,44.90,43.30,44.50,6760800,44.07
2015-03-19,43.10,43.65,42.65,43.35,7157700,42.93
2015-03-18,42.10,43.05,41.85,42.50,4221200,42.09
2015-03-17,42.55,42.90,41.60,42.05,5768400,41.64
2015-03-16,40.70,42.45,39.80,42.15,6134300,41.74
2015-03-13,40.00,40.90,39.45,40.50,6807800,40.10
2015-03-12,38.05,39.85,38.05,39.40,9179400,39.02
2015-03-11,39.80,41.10,38.05,38.20,10419200,37.83
2015-03-10,40.35,40.55,39.60,39.90,3737800,39.51
2015-03-09,39.80,40.65,38.90,40.15,4309500,39.76
2015-03-06,40.40,40.60,39.85,40.35,6854200,39.96
2015-03-05,40.25,41.20,39.35,39.95,8759500,39.56
2015-03-04,41.75,41.75,39.90,40.15,11204000,39.76
2015-03-03,42.30,43.05,41.10,41.45,14792200,41.05
2015-03-02,45.75,45.80,42.65,43.20,31463600,42.78
2015-02-20,44.65,44.65,44.65,44.65,000,44.21
2015-02-19,44.65,44.65,44.65,44.65,000,44.21
2015-01-30,44.65,44.65,44.65,44.65,000,44.21
2015-01-29,44.65,44.65,44.65,44.65,000,44.21
2015-01-28,44.65,44.65,44.65,44.65,000,44.21
2015-01-27,44.65,44.65,44.65,44.65,000,44.21
2015-01-26,44.65,44.65,44.65,44.65,000,44.21
2015-01-23,44.65,44.65,44.65,44.65,000,44.21
2015-01-22,44.65,44.65,44.65,44.65,000,44.21
2015-01-21,44.65,44.65,44.65,44.65,000,44.21
2015-01-20,44.65,44.65,44.65,44.65,000,44.21
2015-01-19,44.65,44.65,44.65,44.65,000,44.21
2015-01-16,43.30,45.25,42.85,44.65,32634200,44.21
2015-01-15,41.40,43.75,41.15,43.20,9634100,42.78
2015-01-14,41.50,41.80,40.80,40.90,3833100,40.50
2015-01-13,40.95,41.55,40.55,41.05,4124300,40.65
2015-01-12,40.90,41.20,39.70,40.70,5478200,40.30
2015-01-09,40.05,42.60,40.05,40.40,9915300,40.01
2015-01-08,40.50,40.65,39.45,39.80,5885800,39.41
2015-01-07,40.70,41.30,39.10,40.15,8994700,39.76
2015-01-06,40.85,41.10,39.95,40.70,7147800,40.30
2015-01-05,41.00,42.25,40.15,41.45,11831300,41.05
2015-01-02,39.20,41.10,39.20,41.00,11583700,40.60
2015-01-01,39.15,39.15,39.15,39.15,000,38.77
