Date,Open,High,Low,Close,Volume,Adj Close
2015-03-31,115.784,115.784,112.497,113.497,9765000,112.72939
2015-03-30,114.283,114.855,113.068,114.712,8043600,113.93617
2015-03-27,111.782,112.497,111.496,112.425,3981600,111.66464
2015-03-26,110.424,112.425,110.067,111.639,6221800,110.88395
2015-03-25,107.994,110.781,107.994,110.567,7504700,109.81921
2015-03-24,107.922,108.709,107.637,108.208,3180700,107.47616
2015-03-23,108.637,108.637,107.351,107.637,5473000,106.90902
2015-03-20,108.995,109.352,108.065,108.351,4310900,107.61819
2015-03-19,110.352,110.352,108.78,108.923,5862700,108.18632
2015-03-18,108.566,109.137,107.565,108.28,9553700,107.54767
2015-03-17,107.268,107.268,107.268,107.268,000,106.54251
2015-03-16,107.268,107.268,107.268,107.268,000,106.54251
2015-03-13,107.268,107.268,107.268,107.268,000,103.54691
2015-03-12,107.268,107.268,107.268,107.268,000,103.54691
2015-03-11,107.268,107.268,107.268,107.268,000,103.54691
2015-03-10,109.852,109.852,108.637,109.423,9568100,102.71578
2015-03-09,107.708,109.137,107.708,108.995,5852800,102.31402
2015-03-06,109.924,110.067,108.637,108.78,5877100,102.1122
2015-03-05,109.852,110.281,109.066,109.495,6452100,102.78337
2015-03-04,111.925,112.211,109.924,110.281,5895800,103.52119
2015-03-03,113.068,113.283,111.353,111.425,6993200,104.59507
2015-03-02,111.139,111.853,109.924,111.782,7842000,104.93018
2015-02-27,110.424,111.496,109.066,109.709,12212200,102.98425
2015-02-26,108.709,109.781,107.994,109.352,5437500,102.64913
2015-02-25,105.993,109.352,105.993,108.637,4173600,101.97796
2015-02-24,108.637,108.923,107.922,108.137,4395300,101.50861
2015-02-23,108.208,109.28,107.922,108.923,5189300,102.24643
2015-02-20,108.637,108.637,108.637,108.637,000,101.97796
2015-02-19,108.637,108.637,108.637,108.637,000,101.97796
2015-02-18,108.709,109.209,108.494,108.637,3429300,101.97796
2015-02-17,107.351,108.637,107.351,108.494,3630100,101.84373
2015-02-16,107.208,108.494,107.208,108.28,3771600,101.64284
2015-02-13,107.922,107.922,106.564,107.136,5649100,100.56897
2015-02-12,108.28,108.28,106.422,106.493,7046900,99.96538
2015-02-11,106.493,107.922,106.422,107.851,7934400,101.24014
2015-02-10,105.778,106.85,105.635,106.493,4578000,99.96538
2015-02-09,106.493,106.993,105.85,106.136,4199900,99.63027
2015-02-06,105.921,107.422,105.064,107.279,8510600,100.7032
2015-02-05,105.778,106.422,104.206,104.706,5379100,98.28792
2015-02-04,105.778,106.422,105.135,105.349,5685900,98.8915
2015-02-03,106.85,106.922,105.707,106.35,5840400,99.83115
2015-02-02,105.778,108.351,105.349,106.922,12173500,100.36808
2015-01-30,105.064,106.207,104.349,106.136,13048800,99.63027
2015-01-29,102.919,104.206,102.776,103.92,3410300,97.55009
2015-01-28,102.991,104.635,102.991,103.849,5577600,97.48345
2015-01-27,103.706,103.92,103.062,103.062,4739900,96.74469
2015-01-26,103.706,104.063,103.205,103.92,7470700,97.55009
2015-01-23,102.133,105.135,101.919,104.206,24368000,97.81857
2015-01-22,100.132,101.347,100.132,101.133,6007800,94.93393
2015-01-21,100.775,100.99,100.203,100.489,5448000,94.3294
2015-01-20,100.061,100.918,99.3458,100.775,7410100,94.59787
2015-01-19,100.489,101.847,100.061,100.275,9055700,94.12852
2015-01-16,102.562,102.562,100.704,100.847,8163100,94.66546
2015-01-15,102.133,102.276,101.49,101.919,9184500,95.67175
2015-01-14,102.205,102.562,101.633,101.776,10125200,95.53752
2015-01-13,102.562,102.919,101.704,102.491,19073500,96.20869
2015-01-12,102.562,107.422,100.847,102.348,39197800,96.07445
2015-01-09,90.4118,90.4833,89.0539,89.1968,11503500,83.72937
2015-01-08,90.7692,91.4839,89.6971,89.7686,6854000,84.26612
2015-01-07,90.5548,90.8407,89.4112,89.983,10346600,84.46738
2015-01-06,92.8419,92.8419,89.8401,90.7692,8458000,85.20539
2015-01-05,93.6281,93.914,92.4845,93.1992,4126800,87.48644
