Date,Open,High,Low,Close,Volume,Adj Close
2015-01-01,10.20,10.20,10.20,10.20,000,10.06049
2014-12-31,10.20,10.22,9.84,10.20,27055600,10.06049
2014-12-30,10.30,10.30,10.00,10.08,55897300,9.94213
2014-12-29,10.00,10.26,9.98,10.10,84817500,9.96186
2014-12-26,9.53,9.53,9.53,9.53,000,9.30595
2014-12-25,9.53,9.53,9.53,9.53,000,9.30595
2014-12-24,9.70,9.83,9.50,9.53,41233900,9.30595
2014-12-23,9.81,10.00,9.53,9.71,119134900,9.48172
2014-12-22,9.32,9.85,9.24,9.71,117582700,9.48172
2014-12-19,9.39,9.45,9.14,9.18,48546600,8.96418
2014-12-18,9.50,9.60,9.15,9.17,62700000,8.95441
2014-12-17,8.85,9.50,8.79,9.26,134096100,9.0423
2014-12-16,8.68,9.03,8.68,8.85,52084700,8.64193
2014-12-15,8.93,9.00,8.72,8.75,62397000,8.54429
2014-12-12,9.24,9.24,8.97,9.00,39390600,8.78841
2014-12-11,9.10,9.26,8.93,9.06,54050200,8.847
2014-12-10,9.13,9.42,8.69,9.24,77538000,9.02276
2014-12-09,9.08,9.55,8.90,8.99,116196900,8.77864
2014-12-08,9.20,9.66,9.14,9.61,137211500,9.38407
2014-12-05,9.20,9.55,8.93,9.24,154357100,9.02276
2014-12-04,9.15,9.25,9.04,9.17,152725600,8.95441
2014-12-03,8.80,9.21,8.78,9.13,247350800,8.91535
2014-12-02,8.38,8.80,8.28,8.71,122400400,8.50523
2014-12-01,8.41,8.57,8.13,8.25,76503100,8.05604
2014-11-28,8.12,8.62,8.12,8.52,156578300,8.31969
2014-11-27,8.25,8.35,8.07,8.13,70275600,7.93886
2014-11-26,7.85,8.23,7.81,8.19,95396500,7.99745
2014-11-25,7.86,7.93,7.78,7.80,56095600,7.61662
2014-11-24,7.87,7.99,7.69,7.97,101470000,7.78262
2014-11-21,7.67,7.74,7.61,7.67,53320800,7.48968
2014-11-20,7.77,7.77,7.62,7.67,18854800,7.48968
2014-11-19,7.68,7.80,7.62,7.66,33547600,7.47991
2014-11-18,7.90,7.90,7.64,7.68,60257400,7.49944
2014-11-17,8.12,8.12,7.84,7.88,25551600,7.69474
2014-11-14,7.98,8.06,7.95,8.05,26681200,7.86074
2014-11-13,7.99,8.05,7.93,8.04,36467500,7.85098
2014-11-12,8.02,8.03,7.86,7.99,47731700,7.80215
2014-11-11,7.97,8.08,7.84,7.98,78932000,7.79239
2014-11-10,7.77,8.00,7.75,7.94,99078500,7.75333
2014-11-07,7.70,7.79,7.58,7.63,25333800,7.45062
2014-11-06,7.72,7.73,7.61,7.67,11750800,7.48968
2014-11-05,7.76,7.76,7.63,7.70,28798300,7.51897
2014-11-04,7.67,7.73,7.64,7.68,35304300,7.49944
2014-11-03,7.60,7.80,7.60,7.68,32278600,7.49944
2014-10-31,7.62,7.80,7.59,7.77,70879100,7.58733
2014-10-30,7.63,7.63,7.54,7.60,29340300,7.42132
2014-10-29,7.63,7.68,7.56,7.63,30069300,7.45062
2014-10-28,7.48,7.63,7.45,7.58,39786600,7.40179
2014-10-27,7.46,7.48,7.41,7.47,21459400,7.29438
2014-10-24,7.53,7.60,7.48,7.51,25942200,7.33344
2014-10-23,7.45,7.55,7.45,7.55,45778400,7.3725
2014-10-22,7.47,7.48,7.38,7.44,29585800,7.26508
2014-10-21,7.40,7.45,7.37,7.40,17542900,7.22602
2014-10-20,7.40,7.47,7.40,7.45,60592100,7.27485
2014-10-17,7.40,7.40,7.24,7.33,73618700,7.15767
2014-10-16,7.23,7.43,7.23,7.31,36530900,7.13814
2014-10-15,7.29,7.38,7.21,7.31,35538800,7.13814
2014-10-14,7.21,7.35,7.20,7.22,35051800,7.05026
2014-10-13,7.12,7.26,7.09,7.20,58094800,7.03073
2014-10-10,7.20,7.33,7.20,7.24,47705400,7.06979
2014-10-09,7.33,7.42,7.33,7.39,48312900,7.21626
2014-10-08,7.23,7.33,7.22,7.30,34685500,7.12838
2014-10-07,7.31,7.32,7.23,7.27,34513200,7.09908
2014-10-06,7.11,7.30,7.11,7.22,46462600,7.05026
2014-10-03,7.05,7.19,6.97,7.17,45325100,7.00143
2014-10-02,7.10,7.10,7.10,7.10,000,6.93308
2014-10-01,7.10,7.10,7.10,7.10,000,6.93308
2014-09-30,7.11,7.12,6.99,7.10,45130000,6.93308
2014-09-29,7.10,7.15,7.09,7.12,50697500,6.95261
2014-09-26,7.18,7.24,7.14,7.22,16875900,7.05026
2014-09-25,7.25,7.34,7.14,7.20,35927500,7.03073
2014-09-24,7.20,7.30,7.17,7.26,27999400,7.08932
2014-09-23,7.18,7.29,7.13,7.20,26844200,7.03073
2014-09-22,7.21,7.24,7.11,7.16,41470700,6.99167
2014-09-19,7.32,7.38,7.21,7.24,75133700,7.06979
2014-09-18,7.30,7.36,7.22,7.29,33093800,7.11861
2014-09-17,7.31,7.43,7.29,7.30,35480900,7.12838
2014-09-16,7.25,7.33,7.23,7.24,34594100,7.06979
2014-09-15,7.35,7.39,7.25,7.31,48199600,7.13814
2014-09-12,7.42,7.48,7.36,7.40,30258800,7.22602
2014-09-11,7.52,7.55,7.37,7.41,49568000,7.23579
2014-09-10,7.61,7.61,7.46,7.51,34543900,7.33344
2014-09-09,7.63,7.63,7.63,7.63,000,7.45062
2014-09-08,7.57,7.65,7.54,7.63,32261100,7.45062
2014-09-05,7.70,7.72,7.57,7.59,39785700,7.41156
2014-09-04,7.68,7.77,7.61,7.71,68885000,7.52874
2014-09-03,7.35,7.65,7.33,7.64,76194900,7.46038
2014-09-02,7.35,7.35,7.24,7.32,37179800,7.1479
2014-09-01,7.28,7.30,7.22,7.29,29054200,7.11861
2014-08-29,7.30,7.35,7.17,7.28,88742700,7.10885
