Date,Open,High,Low,Close,Volume,Adj Close
2015-01-01,31.80,31.80,31.80,31.80,000,30.915
2014-12-31,32.20,32.20,31.80,31.80,1528900,30.915
2014-12-30,32.00,32.30,31.95,32.15,2422400,31.255
2014-12-29,31.50,32.10,31.50,31.95,2681400,31.061
2014-12-26,31.75,31.75,31.75,31.75,000,30.866
2014-12-25,31.75,31.75,31.75,31.75,000,30.866
2014-12-24,31.50,31.80,31.40,31.75,624100,30.866
2014-12-23,31.50,31.70,31.40,31.60,2343200,30.72
2014-12-22,31.05,31.75,31.05,31.70,3025700,30.818
2014-12-19,30.85,31.40,30.85,31.35,2030700,30.477
2014-12-18,31.00,31.10,30.75,30.95,2774000,30.088
2014-12-17,31.10,31.35,31.00,31.10,2279300,30.234
2014-12-16,31.15,31.50,31.05,31.20,4386600,30.332
2014-12-15,31.10,31.50,31.10,31.35,1454500,30.477
2014-12-12,31.20,31.65,31.15,31.60,3704000,30.72
2014-12-11,31.15,31.20,30.95,31.10,2105100,30.234
2014-12-10,31.00,31.20,31.00,31.15,2494800,30.283
2014-12-09,31.00,31.20,30.95,31.15,3916300,30.283
2014-12-08,31.15,31.30,31.05,31.30,1790900,30.429
2014-12-05,30.90,31.25,30.70,31.20,3891500,30.332
2014-12-04,31.00,31.00,30.50,30.90,3792200,30.04
2014-12-03,31.30,31.30,30.60,30.70,1844100,29.845
2014-12-02,30.95,31.15,30.60,31.10,2612000,30.234
2014-12-01,31.15,31.15,30.60,30.70,3489100,29.845
2014-11-28,31.35,31.40,31.10,31.15,1508100,30.283
2014-11-27,31.90,31.90,31.10,31.25,2338600,30.38
2014-11-26,31.20,31.60,31.15,31.60,2434900,30.72
2014-11-25,31.30,31.60,31.25,31.50,2825300,30.623
2014-11-24,31.40,31.40,31.00,31.10,2208900,30.234
2014-11-21,31.15,31.35,31.00,31.05,1331600,30.186
2014-11-20,31.45,31.45,31.05,31.15,1470700,30.283
2014-11-19,31.85,31.85,31.15,31.25,1251200,30.38
2014-11-18,32.10,32.10,31.15,31.25,2745600,30.38
