Date,Open,High,Low,Close,Volume,Adj Close
2015-03-31,30.30,30.95,30.20,30.85,4894000,30.456
2015-03-30,30.75,31.00,30.60,30.80,1985600,30.4066
2015-03-27,30.60,30.75,30.35,30.70,1702600,30.3079
2015-03-26,29.85,30.50,29.85,30.35,1894500,29.9623
2015-03-25,30.00,30.10,29.85,30.00,2413300,29.6168
2015-03-24,30.00,30.00,29.75,29.85,1713800,29.4687
2015-03-23,29.80,29.95,29.60,29.90,1766900,29.5181
2015-03-20,29.85,29.85,29.40,29.75,1813300,29.37
2015-03-19,29.50,29.75,29.50,29.65,2510500,29.2713
2015-03-18,29.40,29.55,29.15,29.40,1712900,29.0245
2015-03-17,29.20,29.40,29.05,29.10,2236100,28.7283
2015-03-16,29.10,29.30,29.00,29.10,2166800,28.7283
2015-03-13,29.45,29.50,29.20,29.30,1645600,28.9257
2015-03-12,29.50,29.65,29.15,29.25,1810900,28.8764
2015-03-11,29.25,29.50,29.15,29.30,2089300,28.9257
2015-03-10,29.70,30.10,29.60,29.60,1757200,29.2219
2015-03-09,29.70,30.60,29.50,29.95,2590800,29.5674
2015-03-06,29.80,30.05,29.70,29.85,2343700,29.4687
2015-03-05,30.05,30.45,29.80,30.00,2642700,29.6168
2015-03-04,30.65,31.00,30.20,30.25,2674900,29.8636
2015-03-03,30.75,31.15,30.70,30.75,1339700,30.3572
2015-03-02,31.30,31.40,30.60,30.85,1762600,30.456
2015-02-27,32.20,32.25,31.75,31.90,3014100,30.8212
2015-02-26,32.10,32.40,31.75,31.90,1789000,30.8212
2015-02-25,31.90,32.00,31.55,31.75,1663100,30.6763
2015-02-24,31.60,31.90,31.55,31.60,1801800,30.5314
2015-02-23,32.15,32.15,31.65,31.90,1774700,30.8212
2015-02-20,31.85,31.85,31.85,31.85,000,30.7729
2015-02-19,31.85,31.85,31.85,31.85,000,30.7729
2015-02-18,31.85,31.90,31.70,31.85,741500,30.7729
2015-02-17,31.85,32.00,31.65,31.90,1864600,30.8212
2015-02-16,31.85,31.85,31.45,31.80,1479600,30.7246
2015-02-13,32.60,32.60,31.50,31.85,4119600,30.7729
2015-02-12,31.90,32.75,31.90,32.35,3213800,31.256
2015-02-11,32.45,32.45,31.70,32.20,1731700,31.1111
2015-02-10,32.25,32.40,31.95,32.30,1501000,31.2077
2015-02-09,31.70,32.25,31.70,32.15,1010900,31.0628
2015-02-06,32.30,32.40,32.05,32.20,734600,31.1111
2015-02-05,32.35,32.60,31.90,32.20,956300,31.1111
2015-02-04,32.15,32.35,32.10,32.35,1482600,31.256
2015-02-03,31.95,32.15,31.85,31.90,1444000,30.8212
2015-02-02,32.10,32.30,31.95,32.20,1703900,31.1111
2015-01-30,32.30,32.45,31.95,32.20,1572100,31.1111
2015-01-29,32.00,32.30,31.70,32.25,3057100,31.1594
2015-01-28,31.70,31.95,31.50,31.90,1206300,30.8212
2015-01-27,31.55,31.70,31.25,31.70,1455400,30.628
2015-01-26,31.75,31.75,31.20,31.55,1017300,30.4831
2015-01-23,31.35,31.75,31.20,31.70,1863700,30.628
2015-01-22,30.85,31.25,30.80,31.15,1343000,30.0966
2015-01-21,30.85,31.05,30.85,31.00,1459000,29.9517
2015-01-20,30.75,31.05,30.70,30.90,2124100,29.855
2015-01-19,31.15,31.30,30.75,30.80,2085600,29.7584
2015-01-16,31.25,31.30,31.05,31.15,3142000,30.0966
2015-01-15,30.70,31.25,30.70,31.20,1491500,30.1449
2015-01-14,30.95,31.25,30.80,30.85,1569900,29.8067
2015-01-13,31.15,31.30,30.90,31.00,1317100,29.9517
2015-01-12,31.05,31.30,30.75,31.20,1619500,30.1449
2015-01-09,31.05,31.50,30.90,31.00,1063600,29.9517
2015-01-08,30.90,31.15,30.80,31.05,2908000,30.00
2015-01-07,30.65,31.00,30.60,30.85,985400,29.8067
2015-01-06,31.30,31.30,30.65,30.80,2141400,29.7584
2015-01-05,30.95,31.30,30.75,31.15,1313500,30.0966
2015-01-02,31.10,31.40,31.00,31.30,1849000,30.2415
2015-01-01,31.25,31.25,31.25,31.25,000,30.1932
