Date,Open,High,Low,Close,Volume,Adj Close
2015-03-31,151.40,151.40,146.20,147.20,24094100,146.8715
2015-03-30,145.80,146.80,144.00,144.70,23524500,144.377
2015-03-27,143.00,143.00,140.30,141.90,15824100,141.5833
2015-03-26,141.90,142.80,140.60,140.80,18603800,140.4858
2015-03-25,143.00,145.10,141.60,142.70,20819800,142.3815
2015-03-24,146.50,146.60,142.70,143.00,16676300,142.6808
2015-03-23,144.10,146.50,142.70,145.20,30768000,144.8759
2015-03-20,146.40,148.80,141.10,142.60,71270100,142.2817
2015-03-19,138.00,145.30,136.70,145.00,64092600,144.6764
2015-03-18,134.50,137.30,134.20,135.90,22928400,135.5967
2015-03-17,137.30,137.50,133.10,133.80,19181000,133.5014
2015-03-16,133.00,136.30,131.70,135.60,22713700,135.2974
2015-03-13,133.00,134.80,131.70,133.60,15454300,133.3018
2015-03-12,130.90,132.20,130.20,131.80,17080300,131.5058
2015-03-11,131.50,132.50,131.10,131.70,14168900,131.4061
2015-03-10,132.80,132.80,130.70,131.10,13021200,130.8074
2015-03-09,132.00,133.70,130.80,132.20,13163700,131.9049
2015-03-06,132.20,133.10,131.00,131.70,13871100,131.4061
2015-03-05,132.10,134.60,131.80,132.10,12315600,131.8052
2015-03-04,134.40,134.70,133.00,133.30,12376000,133.0025
2015-03-03,137.20,138.00,135.00,135.30,17615600,134.998
2015-03-02,136.70,137.00,134.00,136.70,12685500,136.3949
2015-02-27,136.00,136.70,134.70,135.90,17961500,135.5967
2015-02-26,134.30,136.40,134.30,135.60,21657700,135.2974
2015-02-25,134.00,136.40,133.60,135.80,18941900,135.4969
2015-02-24,136.00,136.40,133.80,135.10,17218500,134.7985
2015-02-23,132.70,135.30,131.10,134.80,24232800,134.4991
2015-02-20,129.90,129.90,129.90,129.90,000,129.6101
2015-02-19,129.90,129.90,129.90,129.90,000,129.6101
2015-02-18,131.10,131.40,129.50,129.90,7286700,129.6101
2015-02-17,130.00,132.00,130.00,130.80,8379900,130.5081
2015-02-16,130.10,132.30,130.00,130.50,10168800,130.2087
2015-02-13,129.60,132.30,129.10,130.20,15469700,129.9094
2015-02-12,130.00,130.90,128.00,129.60,24028000,129.3108
2015-02-11,134.00,134.00,131.40,131.60,12131100,131.3063
2015-02-10,132.60,134.00,132.00,133.00,14000800,132.7032
2015-02-09,133.60,133.60,131.80,132.60,12443300,132.3041
2015-02-06,136.80,136.80,134.00,134.20,10914800,133.9005
2015-02-05,137.00,137.00,133.00,135.20,18010700,134.8982
2015-02-04,135.50,136.10,133.30,133.90,9499300,133.6011
2015-02-03,135.50,137.30,133.00,135.10,14377600,134.7985
2015-02-02,129.90,136.80,129.90,135.80,17654000,135.4969
2015-01-30,135.50,135.50,129.50,132.00,29375600,131.7054
2015-01-29,136.00,136.40,133.80,134.60,14636100,134.2996
2015-01-28,136.90,137.00,134.70,136.90,16216900,136.5944
2015-01-27,138.00,138.00,133.00,136.00,24455700,135.6965
2015-01-26,136.70,137.10,134.30,137.00,34952600,136.6942
2015-01-23,134.60,134.90,131.10,132.70,29965500,132.4038
2015-01-22,130.50,132.00,129.70,131.60,39063800,131.3063
2015-01-21,126.20,128.90,125.20,128.70,33788500,128.4128
2015-01-20,123.50,124.80,123.30,124.10,10194000,123.823
2015-01-19,124.30,125.20,122.20,123.00,21595500,122.7255
2015-01-16,125.00,125.00,121.60,121.90,25227200,121.6279
2015-01-15,125.20,127.00,124.10,126.90,16002300,126.6168
2015-01-14,126.70,127.70,125.10,126.00,16843700,125.7188
2015-01-13,125.30,128.30,125.20,127.80,16843100,127.5148
2015-01-12,129.00,129.00,126.20,127.10,17880900,126.8163
2015-01-09,129.00,129.00,126.50,127.20,31842100,126.9161
2015-01-08,127.50,127.80,125.60,127.30,35638900,127.0159
2015-01-07,123.50,124.50,122.60,124.40,40863400,124.1224
2015-01-06,114.00,120.50,113.60,120.00,43678200,119.7322
2015-01-05,113.50,115.30,112.80,113.50,21808900,113.2467
2015-01-02,113.60,113.60,111.30,112.80,10862500,112.5482
2015-01-01,112.50,112.50,112.50,112.50,000,112.2489
