Date,Open,High,Low,Close,Volume,Adj Close
2015-03-31,66.55,67.95,66.55,67.75,4219200,66.061
2015-03-30,66.60,67.50,66.50,66.90,2424000,65.232
2015-03-27,67.00,67.05,66.45,67.00,1654600,65.329
2015-03-26,66.40,67.00,66.40,66.95,2680800,65.281
2015-03-25,67.00,67.00,66.35,66.90,2281000,65.232
2015-03-24,65.80,66.85,65.70,66.75,3020900,65.086
2015-03-23,65.90,66.15,65.70,66.00,1866400,64.354
2015-03-20,66.00,66.40,65.25,65.50,3095800,63.867
2015-03-19,66.00,66.25,65.50,66.15,2140900,64.501
2015-03-18,65.60,65.90,65.15,65.70,2370200,64.062
2015-03-17,66.00,66.00,65.15,65.55,2108700,63.916
2015-03-16,64.90,65.75,64.75,65.55,2620300,63.916
2015-03-13,64.75,65.35,64.45,65.10,2865000,63.477
2015-03-12,66.20,66.20,64.25,64.55,3979500,62.94
2015-03-11,66.00,66.30,65.40,65.55,3036800,63.916
2015-03-10,66.75,67.20,66.75,67.00,3750100,64.354
2015-03-09,66.95,67.10,66.60,66.75,3759700,64.114
2015-03-06,67.30,67.50,67.10,67.20,4076100,64.546
2015-03-05,67.40,68.10,67.40,67.70,2438700,65.027
2015-03-04,68.05,68.45,67.50,67.65,2898000,64.979
2015-03-03,68.25,68.65,68.00,68.05,3266200,65.363
2015-03-02,69.50,69.50,68.30,68.50,4743800,65.795
2015-02-27,69.10,69.85,69.10,69.75,3260500,66.996
2015-02-26,69.30,69.50,68.60,69.30,2531100,66.564
2015-02-25,68.55,69.25,68.00,69.15,2531300,66.419
2015-02-24,69.00,69.00,67.70,68.40,2355200,65.699
2015-02-23,69.65,69.65,67.95,68.05,2447200,65.363
2015-02-20,68.15,68.15,68.15,68.15,000,65.459
2015-02-19,68.15,68.15,68.15,68.15,000,65.459
2015-02-18,67.80,68.20,67.45,68.15,1239700,65.459
2015-02-17,67.00,67.80,67.00,67.75,1954400,65.075
2015-02-16,67.25,67.70,67.00,67.20,2352000,64.546
2015-02-13,67.70,67.85,67.30,67.50,2081700,64.835
2015-02-12,67.75,67.75,67.00,67.30,2039800,64.642
2015-02-11,67.40,67.80,67.10,67.65,2513600,64.979
2015-02-10,68.00,68.00,67.20,67.40,1633300,64.739
2015-02-09,67.25,67.85,67.10,67.20,1365500,64.546
2015-02-06,68.60,68.60,67.60,67.70,1555700,65.027
2015-02-05,68.50,69.00,67.40,67.50,4607700,64.835
2015-02-04,67.50,69.20,67.50,68.25,3735800,65.555
2015-02-03,68.55,69.50,68.20,68.25,1751300,65.555
2015-02-02,69.50,69.50,68.55,69.00,3203000,66.275
2015-01-30,69.50,69.60,68.85,69.20,2270800,66.467
2015-01-29,69.45,69.50,69.05,69.50,2913500,66.756
2015-01-28,69.10,69.20,68.70,69.15,2117700,66.419
2015-01-27,68.40,69.00,68.40,69.00,2119600,66.275
2015-01-26,69.00,69.00,68.25,69.00,1832600,66.275
2015-01-23,68.20,68.80,68.10,68.75,2143300,66.035
2015-01-22,69.00,69.00,67.75,68.35,2461900,65.651
2015-01-21,68.60,68.75,67.95,68.65,2345300,65.939
2015-01-20,68.80,68.80,67.65,68.65,2804200,65.939
2015-01-19,68.00,68.50,67.50,68.50,3832400,65.795
2015-01-16,68.15,68.25,67.70,68.15,3232700,65.459
2015-01-15,67.25,68.30,67.25,67.95,4173600,65.267
2015-01-14,67.75,67.80,67.35,67.75,2890600,65.075
2015-01-13,66.95,67.55,66.95,67.45,2397300,64.787
2015-01-12,67.10,67.20,66.55,67.15,1566400,64.498
2015-01-09,67.00,67.15,66.60,66.80,2613300,64.162
2015-01-08,65.75,66.85,65.65,66.10,2053300,63.49
2015-01-07,66.00,66.05,65.35,65.85,2347200,63.25
2015-01-06,65.75,66.20,65.40,65.50,3623100,62.914
2015-01-05,66.50,66.90,66.00,66.10,2155900,63.49
2015-01-02,67.00,67.45,66.40,67.25,1649300,64.594
2015-01-01,67.25,67.25,67.25,67.25,000,64.594
